college_id,college_name,university_name,institution_type,ownership,state,city,district,address,latitude,longitude,established_year,accreditation,degrees,branches,total_approved_intake,faculty_count,student_count,student_faculty_ratio,placement_rate,median_package_lpa,average_package_lpa,highest_package_lpa,placed_students_count,graduated_students_count,higher_studies_rate,tuition_fee_annual,hostel_fee_annual,estimated_total_cost_annual,hostel_available,pcs_accessibility_score,distance_to_major_city_km,data_source,data_year,academic_indicators,recruiting_companies,internship_information,scholarship_information,campus_area_acres,library_facility,laboratories_facility,sports_facilities,medical_facilities,internet_connectivity,other_facilities,public_transport_information,clubs_and_societies,cultural_events,extracurricular_activities,data_source_url,has_placement_data,data_confidence,is_derived
1-45454055333,BIT COLLEGE OF COMMERCE SCIENCE MANAGEMENT AND ARTS,"Pandit Ravishankar Shukla University, Raipur",Private-Self Financing,Private,Chhattisgarh,Raipur,RAIPUR,"NH 30, ABHANPUR ROAD. BEHIND KENDRI RAILWAY STATION, NAVA RAIPUR",,,,AICTE Approved,Under Graduate,Bba; Bca,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643466364,"SCHOOL OF STUDIES OF ENGINEERING AND TECHNOLOGY, GURU GHASIDAS VISHWAVIDYALAYA, BILASPUR","Guru Ghasidas Vishwavidyalaya, Bilaspur",Central University,Government,Chhattisgarh,Bilaspur,BILASPUR,"INSTITUTE OF TECHNOLOGY,  GURU GHASIDAS VISHWAVIDYALAYA",,,,AICTE Approved,Post Graduate; Under Graduate,Animation And Vfx; Artificial Intelligence And Data Science; Cad/Cam-Robotics; Chemical Engineering; Civil Engineering; Civil Engineering - Structural Engineering; Computer Science And Engineering; Electrical Engineering; Electronics And Communication Engineering; Industrial And Production Engineering,807,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643429416,ANJANEYA UNIVERSITY,ANJANEYA UNIVERSITY,State Private University,Private,Chhattisgarh,Raipur,RAIPUR,"KNOWLEDGE VILAGE, NARADAHA",,,,AICTE Approved,Diploma; Post Graduate; Under Graduate,Civil Engineering; Computer Engineering; Computer Science And Engineering; Electrical And Electronics Engineering; Electrical Engineering; Electronics And Telecommunications Engineering; Mba; Mechanical Engineering,600,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643071173,RAIPUR INSTITUTE OF TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Private-Self Financing,Private,Chhattisgarh,Raipur,RAIPUR,"NH - 06,  CHHATAUNA, MANDIR HASAUD RAIPUR CHHATTISGARH",,,,AICTE Approved,Post Graduate; Under Graduate,Biotechnology; Chemical Engineering; Civil Engineering; Computer Science & Engineering; Computer Science And Engineering (Artificial Intelligence And Machine Learning); Computer Science And Engineering (Artificial Intelligence); Computer Science And Engineering (Data Science); Electrical And Electronics Engineering; Environmental Engineering; Information Technology,810,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44645062498,GOVT. MADAN LAL SHUKLA COLLEGE SEEPAT,ATAL BIHARI VAJPAYEE UNIVERSITY,Government,Government,Chhattisgarh,Bilaspur,BILASPUR,NAWADEEH CHOWCK,,,,AICTE Approved,Under Graduate,Bca,40,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44638749669,CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY (CIPET),"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Government,Government,Chhattisgarh,Raipur,RAIPUR,"INDUSTRIAL AREA BHANPURI,BHANPURI",,,,AICTE Approved,Under Graduate,Plastics Engineering,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644752885,GRACIOUS COLLEGE OF EDUCATIOIN BELBHATA ABHANPUR RAIPUR CHHATTISGARH,"Pandit Ravishankar Shukla University, Raipur",Private-Self Financing,Private,Chhattisgarh,Raipur,RAIPUR,GRACIOUS COLLEGE OF EDUCATION BELBHATA ABHANPUR RAIPUR CHHATTISGARH,,,,AICTE Approved,Under Graduate,Bca,30,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44645079264,GOVT. T.C.L. P.G. COLLEGE JANJGIR,SHAHEED NANDKUMAR PATEL VISHWAVIDYALAYA RAIGARH,Government,Government,Chhattisgarh,Janjgir-Champa,JANJGIR-CHAMPA,"KHOKHARABHATA, JANJGIR",,,,AICTE Approved,Under Graduate,Bca,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644353031,ST.THOMAS COLLEGE,Hemchand Yadav University,Private-Self Financing,Private,Chhattisgarh,Durg,DURG,"RUABANDHA, BHILAI ,DIST -DURG.C.G.",,,,AICTE Approved,Under Graduate,Bba; Bca,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44645061535,DR BHANWAR SINGH PORTE ARTS SCIENCE AND COMMERCE COLLEGE GHARGHODA,shaheed Nand Kumar Patel University Raigarh,Private-Self Financing,Private,Chhattisgarh,Raigarh,RAIGARH,ROAD CHUHKIMAR GHARGHODA,,,,AICTE Approved,Under Graduate,Bca,25,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644817167,GOVT E RAGHAVENDRA RAO PG SCIENCE COLLEGE,ATAL BIHARI VAJPAYEE UNIVERSITY,Government,Government,Chhattisgarh,Bilaspur,BILASPUR,SEEPAT ROAD  SARKANDA,,,,AICTE Approved,Under Graduate,Bca,95,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644424464,DR. C. V. RAMAN UNIVERSITY,"Dr. C.V. Raman University, Bilaspur",State Private University,Private,Chhattisgarh,Bilaspur,BILASPUR,"KARGI ROAD KOTA, BILASPUR",,,,AICTE Approved,Under Graduate,Bba; Bca,160,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44639616127,KRISHNA ENGINEERING COLLEGE,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Private-Self Financing,Private,Chhattisgarh,Durg,DURG,"KHAMHARIA,NEAR JUNWANI",,,,AICTE Approved,Under Graduate,Civil Engineering; Computer Science And Engineering; Electrical Engineering; Mechanical Engineering,240,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644188449,GOVERMENT JAMUNA PRASAD VERMA PG ARTS AND COMMERCE COLLEGE  BILASPUR,ATAL BIHARI VAJPAYEE UNIVERSITY BILASPUR,Government,Government,Chhattisgarh,Bilaspur,BILASPUR,RAIPUR ROAD JARAHABHATA,,,,AICTE Approved,Under Graduate,Bba,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44641775217,INSITUTE OF TECHNOLOGY KORBA,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Private-Self Financing,Private,Chhattisgarh,Korba,KORBA,"BALCO URGA RING ROAD, VILL- JHAGARHA, RISDI KORBA (C.G.)",,,,AICTE Approved,Under Graduate,Civil Engineering; Computer Science And Engineering; Electrical And Electronics Engineering; Mechanical Engineering,150,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44771119308,COLUMBIA COLLEGE OF SCIENCE AND COMMERCE,"Pandit Ravishankar Shukla University, Raipur",Private-Self Financing,Private,Chhattisgarh,Raipur,RAIPUR,"VILL-TEKARI, POST-MANDHAR, NEAR VIDHANSABHA, RAIPUR (C.G.)",,,,AICTE Approved,Under Graduate,Bba; Bca,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44637295222,ATAL BIHARI VAJPAYEE VISHWAVIDYALAYA,NOT APPLICABLE,State Government University,Government,Chhattisgarh,Bilaspur,BILASPUR,"OPPOSITE KONI POLICE STATION, RATANPUR MARG, BILASPUR",,,,AICTE Approved,Post Graduate; Under Graduate,Hotel Management; Mba,90,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644196456,AGRASEN MAHAVIDYALAYA,"Pandit Ravishankar Shukla University, Raipur",Private-Self Financing,Private,Chhattisgarh,Raipur,RAIPUR,"JAITU SAO MATH PARISAR, PURANI BASTI RAIPUR",,,,AICTE Approved,Under Graduate,Bba; Bca,100,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644687170,SWAMI ATMANAND GOVT ENGLISH MEDIUM MODEL COLLEGE ATARI,"Pandit Ravishankar Shukla University, Raipur",Government,Government,Chhattisgarh,Raipur,RAIPUR,"WARD NO -01, VEER SAVARKAR NAGAR, ATARI, RAIPUR",,,,AICTE Approved,Under Graduate,Bca,50,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644218036,RITEE COLLEGE OF MANAGEMENT,"Pandit Ravishankar Shukla University, Raipur",Private-Self Financing,Private,Chhattisgarh,Raipur,RAIPUR,"DUMARTALAB, NEAR KAANGER VALLEY ACADEMY, BEHIND PRSU GYMNASIUM",,,,AICTE Approved,Under Graduate,Bba; Bca,180,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644344498,GOVT DIGVIJAY AUTONOMOUS PG COLLEGE RAJNANDGAON,Hemchand yadav university durg,Government,Government,Chhattisgarh,Rajnandgaon,RAJNANDGAON,GOVT DIGVIJAY AUTONOMOUS PG COLLEGE RAJNANDGAON KILLA PARA,,,,AICTE Approved,Under Graduate,Bca,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644201283,SHRI SHANKARACHARYA INSTITUTE OF PROFESSIONAL STUDIES,"Pandit Ravishankar Shukla University, Raipur",Private-Self Financing,Private,Chhattisgarh,Raipur,RAIPUR,"OLD DHAMTARI ROAD,PO SEJBAHAR",,,,AICTE Approved,Under Graduate,Bba; Bca,250,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644398199,VIVEKANAND MAHAVIDYALAYA,"pt. Ravishanker Shukla university ,raipur",Private-Self Financing,Private,Chhattisgarh,Raipur,RAIPUR,K K ROAD MOUDHAPARA,,,,AICTE Approved,Under Graduate,Bba; Bca,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644195843,GOVERNMENT KAKTIYA POST GRADUATE COLLEGE JAGDALPUR,"Shaheed Mahendra Karma Vishwavidyalaya, Bastar, Jagdalpur, Vhhattisgarh",Government,Government,Chhattisgarh,Bastar,BASTAR,DHARAMPURA NO.2 JAGDALPUR,,,,AICTE Approved,Under Graduate,Bca,40,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644382374,CENTRAL COLLEGE OF INFORMMATION TECHNOLOGY,"Pandit Ravishankar Shukla University, Raipur",Private-Self Financing,Private,Chhattisgarh,Raipur,RAIPUR,OPPOSITE LALGANGA MIDAS FAFADIH RAIPUR C.G.,,,,AICTE Approved,Under Graduate,Bba; Bca,80,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644910800,SHANTI DURGA COLLEGE MUDPAR,shaheed nandkumar patel vishwavidyalaya,Private-Self Financing,Private,Chhattisgarh,Janjgir-Champa,JANJGIR-CHAMPA,"VILL+POST, MUDPAR , BLOCK, SHIVRINARAYAN DIST JANJGIR CHAMPA PIN 495557",,,,AICTE Approved,Under Graduate,Bca,30,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643011066,INSTITUTE OF MANAGEMENT,NOT APPLICABLE,State Government University,Government,Chhattisgarh,Raipur,RAIPUR,INSTITUTE OF MANAGEMENT PT.RAVISHANKAR SHUKLA UNIVERSITY RAIPUR(C.G.) 492010,,,,AICTE Approved,Post Graduate,Mba,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643609519,"BHILAI INSTITUTE OF TECHNOLOGY,RAIPUR.","Chhattisgarh Swami Vivekanand Technical University, Bhilai",Private-Self Financing,Private,Chhattisgarh,Raipur,RAIPUR,"ON NATIONAL HIGHWAY 43, 5 KM.BEFORE ABHANPUR,VILLAGE KENDRI,NEW RAIPUR,RAIPUR.",,,,AICTE Approved,Diploma; Post Graduate; Under Graduate,Civil Engineering; Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence And Machine Learning); Electrical And Electronics Engineering; Electrical Engineering; Electronics And Computer Engineering; Industrial Safety; Mechanical Engineering; Mechanical Engineering (Industry Integrated),420,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44637287570,DR. SHYAMA PRASAD MUKHERJEE INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY,NOT APPLICABLE,State Government University,Government,Chhattisgarh,Raipur,RAIPUR,"PLOT NO. 7, SECTOR 24, NEAR PURKHOTI MUKTANGAN , ATAL NAGAR Ã¢â¬â 493661 CHHATTISGARH",,,,AICTE Approved,Post Graduate; Under Graduate,Artificial Intelligence And Data Science; Computer Science & Engineering; Electronics And Communications Engineering,310,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642474086,RSR RUNGTA COLLEGE OF ENGINEERING & TECHNOLOGY,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Private-Self Financing,Private,Chhattisgarh,Durg,DURG,"RUNGTA EDUCATIONAL CAMPUS, KOHKA ROAD, KURUD,",,,,AICTE Approved,Diploma; Post Graduate; Under Graduate,Artificial Intelligence (Ai)  And Machine Learning; Artificial Intelligence And Machine Learning; Bba; Bca; Civil Engineering; Computer Science And Engineering; Computer Science And Engineering (Data Science); Computer Science And Engineering(Artificial Intelligence And Machine Learning); Electrical Engineering; Electronics And Telecommunications Engineering,1860,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642691027,SSR INSTITUTE OF MANAGEMENT & RESEARCH,"University of Pune, Pune",Private-Self Financing,Private,Dadra and Nagar Haveli,Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,"SSR INSTITUTE OF MANAGEMENT &RESEARCH SAYLI RD, SILVASSA - 396230, U.T.O F DADRA & NAGAR HAVELI.",,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Mba,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644414433,SWARGEEYA SANJIBHAI RUPJIBHAI MEMORIAL TRUST'S SSR COLLEGE OF ARTS COMMERCE AND SCIENCE,"Savitribai Phule Pune University, Pune",Private-Self Financing,Private,Dadra and Nagar Haveli,Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,"PRINCIPAL, SSR COLLEGE OF ARTS, COMMERCE AND SCIENCE, SAYLI ROAD, SILVASSA, DADRA AND NAGAR HAVELI",,,,AICTE Approved,Under Graduate,Bba,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44638518271,GOVERNMENT ENGINEERING COLLEGE DAMAN,"Gujarat Technological University, Ahmedabad",Government,Government,Daman and Diu,Daman,DAMAN,"VARKUND, MOTA FALIYA, NANI DAMAN",,,,AICTE Approved,Under Graduate,Biomedical Engineering; Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering,300,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644204353,SHRINATHJI COLLEGE OF BUSINESS ADMINISTRATION,"Veer Narmad South Gujarat University, Surat",Private-Self Financing,Private,Daman and Diu,Daman,DAMAN,"69/1, VARKUND,VAPI DAMAN MAIN ROAD",,,,AICTE Approved,Under Graduate,Bba; Bca,240,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643849159,JAGANNATH INTERNATIONAL MANAGEMENT SCHOOL,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,South Delhi,SOUTH DELHI,"JAGANNATH INTERNATIONAL MANAGEMENT SCHOOL, OCF, POCKET 9, SECTOR B, VASANT KUNJ, NEW DELHI",,,,AICTE Approved,Under Graduate,Bba; Bca,360,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642083141,BHARATI VIDYAPEETH'S COLLEGE OF ENGINEERING,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,West Delhi,WEST DELHI,"A-4, PASCHIM VIHAR, ROHTAK ROAD, NEW DELHI - 110 063.",,,,AICTE Approved,Under Graduate,Computer Science & Engineering; Computer Science And Engineering (Artificial Intelligence And Machine Learning); Electrical And Electronics Engineering; Electronics And Communications Engineering; Information Technology; Instrumentation And Control Engineering,750,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643266082,NSUT EAST CAMPUS,NOT APPLICABLE,State Government University,Government,Delhi,East Delhi,EAST DELHI,"GEETA COLONY, DELHI - 110 031",,,,AICTE Approved,Post Graduate; Under Graduate,Advanced Materials Technology; Artificial Intelligence; Computer Science & Engineering; Computer Science And Engineering (Internet Of Things); Digital Communications; Electronics & Communication Engg; Information Security; Vlsi,369,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643691768,HMR INSTITUTE OF TECHNOLOGY AND MANAGEMENT,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North West Delhi,NORTH WEST DELHI,PLOT NO.370&364 HAMIDPUR,,,,AICTE Approved,Under Graduate,Artificial Intelligence (Ai)  And Data Science; Artificial Intelligence And Machine Learning; Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence And Machine Learning); Computer Science And Engineering (Artificial Intelligence); Computer Science And Engineering (Cyber Security); Computer Science And Engineering (Data Science); Computer Science And Technology; Information Technology,660,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44638361541,MAHARAJA SURAJMAL INSTITUTE,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,West Delhi,WEST DELHI,"C-4, JANAKPURI",,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Bca; Mba,840,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644163210,SANT HARI DASS COLLEGE OF HIGHER EDUCATION,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,South West Delhi,SOUTH WEST DELHI,"SANT HARIDASS COLLEGE OF HIGHER EDUCATION NEAR, AIRFORCE STATION, BANICAMP",,,,AICTE Approved,Under Graduate,Bba,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44640230241,JAMIA HAMDARD DEEMED TO BE UNIVERSITY,NOT APPLICABLE,Deemed to be University(Govt),Government,Delhi,South Delhi,SOUTH DELHI,DEPARTMENT OF MANAGEMENT HAMDARD NAGAR NEW DELHI 110062,,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Bms; Mba; Mba(Agri Business Management/ Entrepreneurship); Mba(General Management); Mba(Health Care Administration); Mba(International Business); Mba(Pharmaceutical Management),510,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44792769483,INDIAN INSTITUTE OF PACKAGING DELHI,"Guru Gobind Singh Indraprastha University, Delhi",Government,Government,Delhi,East Delhi,EAST DELHI,"FUNCTIONAL INDUSTRIAL ESTATE, PLOT NO. 21, EAST DELHI-110092",,,,AICTE Approved,Under Graduate,Bms,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642087324,DR. AKHILESH DAS GUPTA INSTITUTE OF PROFESSIONAL STUDIES,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North West Delhi,NORTH WEST DELHI,"FC-26, SHASTRI PARK,",,,,AICTE Approved,Post Graduate; Under Graduate,Artificial Intelligence And Data Science; Artificial Intelligence And Machine Learning; Bba; Civil Engineering; Computer Science; Computer Science And Engineering; Computer Science And Technology; Electronics & Communication Engg; Information Technology; Mba,1560,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644203193,KAMAL INSTITUTE OF HIGHER EDUCATION AND ADVANCE TECHNOLOGY,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,South West Delhi,SOUTH WEST DELHI,"K-1 EXTENSON, MOHAN GARDEN, NEW DELHI",,,,AICTE Approved,Under Graduate,Bba; Bca,210,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644349573,LINGAYAS LALITA DEVI INSTITUTE OF MANAGEMENT AND SCIENCES,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,South Delhi,SOUTH DELHI,847-848 MANDI ROAD VILLAGE MANDI,,,,AICTE Approved,Under Graduate,Bba; Bca,225,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644140933,DELHI INSTITUTE OF SCIENCE AND TECHNOLOGY-DIST,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North West Delhi,NORTH WEST DELHI,"BEHIND LE GARDEN'S VICTORIAN PALACE, G.T. KARNAL ROAD, NANGLI POONA DELHI-110036",,,,AICTE Approved,Under Graduate,Bba; Computer Science And Engineering,210,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44638395090,TERI SCHOOL OF ADVANCED STUDIES DEEMED TO BE UNIVERSITY,NOT APPLICABLE,Deemed to be University(Pvt),Private,Delhi,South West Delhi,SOUTH WEST DELHI,"10, INSTITUTIONAL AREA, VASANT KUNJ NEW DELHI",,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Mba(Sustainability Management); Renewable Energy Engineering And Management,180,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642885974,BANARSIDAS CHANDIWALA INSTITUTE OF HOTEL MANAGAMENT & CATERING TECHNOLOGY,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,New Delhi,NEW DELHI,"CHANDIWALA ESTATE MAA ANANDMAI MARG, KALKAJI NEW DELHI. (110019)",,,,AICTE Approved,Under Graduate,Hotel Management And Catering Technology,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44640421263,INSTITUTE OF INFORMATION TECHNOLOGY & MANAGEMENT,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,West Delhi,WEST DELHI,"D-29, INSTITUTIONAL AREA, JANAKPURI",,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Bca; Mba; Mca,720,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643889031,DON BOSCO INSTITUTE OF TECHNOLOGY,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,South Delhi,SOUTH DELHI,OKHLA ROAD (ADJACENT TO SUKHDEV VIHAR METRO STATION),,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Bca; Mba; Mca,420,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643487065,IMI DELHI,NOT APPLICABLE,Private-Self Financing,Private,Delhi,South Delhi,SOUTH DELHI,B-10 QUTAB INSTITUTIONAL AREA TARA CRESCENT NEW DELHI-110016,,,,AICTE Approved,Fellowship; Post Graduate; Post Graduate Diploma,Fellow Program In Management; Pgdm; Pgdm(Banking And Financial Services); Pgdm(Human Resource Management),740,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44640515081,DELHI INSTITUTE OF ADVANCED STUDIES,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North Delhi,NORTH DELHI,"PLOT NO 6, SECTOR 25, ROHINI",,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Mba; Mba(Financial Management),200,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
